"Provider Number","Facility Name",County,"Profit or Non-Profit","Chain Organization","# of Dialysis Stations","Percent of Adult HD patients with Kt/V >= 1.2","Number of adult HD patients with KT/V data","Number of patients included in the transfusion summary","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Number of patients included in hospitalization summary","No. of hospitalization with hospital readmission summary","Number of Patients included in survival summary","Number of Patients included in fistula summary","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Number of patients in nPCR summary","Number of patient-months in nPCR summary","PPPW category text","Patient Transfusion category text","Fistula Category Text","Patient Infection category text","Patient Hospital Readmission Category","Patient Survival Category Text","Patient hospitalization category text"
52780,"FMC-BALBOA EAST COUNTY","SAN DIEGO",Profit,"FRESENIUS MEDICAL CARE",24,99,173,161,239,2215,245,2238,186,237,728,183,183,1747,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52781,"DAVITA NORTH HOLLYWOOD DIALYSIS","LOS ANGELES",Profit,DAVITA,28,97,173,122,194,1796,196,1831,136,161,568,186,186,1740,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
52782,"MOUNTAIN VIEW DIALYSIS CENTER, INC.","LOS ANGELES",Profit,INDEPENDENT,24,97,67,57,81,672,93,710,66,76,227,90,90,676,0,0,"As Expected","As Expected","As Expected","Better than Expected","Worse than Expected","Worse than Expected","As Expected"
52783,"MODESTO KIDNEY CENTER, LLC",STANISLAUS,Profit,"INNOVATIVE DIALYSIS SYSTEMS",17,90,92,79,126,1127,131,1144,88,78,393,105,105,896,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52784,"DAVITA DELTA SIERRA DIALYSIS CENTER","SAN JOAQUIN",Profit,DAVITA,12,99,82,53,83,810,87,816,61,40,283,87,87,824,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52785,"DAVITA DOCTORS DIALYSIS CENTER OF MONTEBELLO","LOS ANGELES",Profit,DAVITA,26,99,100,78,127,1213,131,1200,84,93,353,133,133,1256,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52786,"DAVITA EL CERRITO DIALYSIS","CONTRA COSTA",Profit,DAVITA,20,95,113,75,157,1519,161,1546,83,86,403,126,126,1184,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
52787,"DAVITA ALAMEDA COUNTY DIALYSIS",ALAMEDA,Profit,DAVITA,24,98,98,63,101,965,102,972,73,71,317,104,104,992,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52788,"DAVITA NEPHRON DIALYSIS","LOS ANGELES",Profit,DAVITA,21,100,100,50,105,1026,107,1059,56,67,285,108,108,1074,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52789,"DAVITA INDIAN WELLS VALLEY",KERN,Profit,DAVITA,12,96,58,51,62,508,61,523,54,41,229,61,61,513,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52790,"NRC-KIDNEY CARE CENTER OF NORTH VALLEY, INC","LOS ANGELES",Profit,"NATIONAL RENAL CARE",20,97,126,82,163,1476,171,1488,97,85,449,148,148,1339,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
52791,"ROSEMEAD DIALYSIS CENTER","LOS ANGELES",Profit,INDEPENDENT,17,93,74,59,86,825,88,841,67,50,214,87,87,822,0,0,"As Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
52792,"FMC-IMPERIAL COUNTY",IMPERIAL,Profit,"FRESENIUS MEDICAL CARE",36,99,200,165,203,1943,209,1969,186,96,720,212,212,2000,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","Better than Expected"
52793,"SATELLITE HEALTHCARE INC","SAN MATEO",Non-Profit,"SATELLITE HEALTHCARE",25,98,73,59,95,815,98,843,63,44,205,82,82,731,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52794,"DAVITA USC KIDNEY CENTER","LOS ANGELES",Profit,DAVITA,59,99,178,134,256,2556,263,2590,155,112,661,200,200,1915,2,24,"As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected"
52796,"DCI MADISON DIALYSIS CLINIC",SACRAMENTO,Non-Profit,"DIALYSIS CLINIC, INC.",12,92,62,46,68,629,69,649,55,45,194,71,71,666,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52797,"FMC ARDENWOOD",ALAMEDA,Profit,"FRESENIUS MEDICAL CARE",12,98,79,46,93,837,95,839,58,42,236,98,98,857,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52798,"FMC-RAI-NEWHOPE-FOUNTAIN VALLEY",ORANGE,Profit,"FRESENIUS MEDICAL CARE",24,99,125,77,140,1288,137,1270,93,110,437,143,143,1319,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52799,"DAVITA SAN DIEGO SOUTH DIALYSIS","SAN DIEGO",Profit,DAVITA,17,98,115,82,116,1030,122,1042,87,89,348,122,122,1055,0,0,"As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected","As Expected"
52800,"DAVITA SANTA PAULA DIALYSIS",VENTURA,Profit,DAVITA,10,98,49,37,54,564,56,550,39,22,168,57,57,578,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52801,"DAVITA HOLLYWOOD DIALYSIS CENTER","LOS ANGELES",Profit,DAVITA,20,98,125,76,128,1157,132,1198,85,95,363,133,133,1215,0,0,"As Expected","Worse than Expected","Better than Expected","As Expected","As Expected","As Expected","As Expected"
52802,"DAVITA HARBOR UCLA","LOS ANGELES",Profit,DAVITA,30,98,130,127,201,2125,201,2120,136,98,567,146,146,1507,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52803,"DAVITA CARSON DIALYSIS","LOS ANGELES",Profit,DAVITA,16,99,121,84,129,1198,137,1226,91,70,359,138,138,1233,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
52804,"DAVITA MONTCLAIR DIALYSIS CENTER","SAN BERNARDINO",Profit,DAVITA,30,97,175,96,184,1717,187,1749,108,122,482,188,188,1766,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52805,"DAVITA GRASS VALLEY DIALYSIS",NEVADA,Profit,DAVITA,18,97,65,53,83,707,85,742,70,54,262,74,74,621,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
52806,"KIDNEY DIALYSIS CENTER OF BALDWIN HILLS, LLC","LOS ANGELES",Profit,"KIDNEY CENTER, INC.",17,93,43,25,45,362,46,381,27,24,104,46,46,392,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52807,"DAVITA VALLEY VIEW DIALYSIS",RIVERSIDE,Profit,DAVITA,34,98,188,122,197,1676,206,1719,133,127,541,207,207,1733,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52808,"DAVITA SADDLEBACK DIALYSIS",ORANGE,Profit,DAVITA,25,99,99,58,107,986,107,995,70,52,284,108,108,1004,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52809,"U.S. RENAL CARE WEST LOS ANGELES DIALYSIS","LOS ANGELES",Profit,"US RENAL CARE, INC.",22,87,158,91,194,1748,192,1723,108,102,409,189,189,1688,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
52810,"DAVITA BENICIA DIALYSIS",SOLANO,Profit,DAVITA,14,98,90,69,103,950,104,977,73,97,293,94,94,868,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52811,"DAVITA SAN LUIS OBISPO DIALYSIS","SAN LUIS OBISPO",Profit,DAVITA,20,98,70,49,75,623,82,663,61,48,247,84,84,672,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52812,"FMC-BLYTHE DESERT DIALYSIS",RIVERSIDE,Profit,"FRESENIUS MEDICAL CARE",13,98,29,19,29,291,30,281,21,11,96,31,31,286,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52813,"SAN FRANCISCO GENERAL HOSPITAL RENAL CENTER","SAN FRANCISCO",Non-Profit,INDEPENDENT,13,95,79,53,105,986,104,1016,59,60,239,84,84,790,0,0,"Better than Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
52814,"DAVITA TRACY DIALYSIS","SAN JOAQUIN",Profit,DAVITA,12,99,89,59,110,1036,112,1063,70,81,279,99,99,927,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52815,"RAI BANCROFT",ALAMEDA,Profit,"FRESENIUS MEDICAL CARE",26,99,103,76,142,1386,145,1416,88,105,345,144,144,1410,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52816,"DESERT CITIES DIALYSIS OF BARSTOW","SAN BERNARDINO",Profit,INDEPENDENT,16,97,90,61,107,923,107,954,71,73,278,103,103,878,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52817,"FMC-RAI-CARE CENTERS OF COLTON, LLC","SAN BERNARDINO",Profit,"FRESENIUS MEDICAL CARE",20,99,147,83,156,1343,156,1357,91,76,373,156,156,1366,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52818,"UCSD DIALYSIS CENTER","SAN DIEGO",Non-Profit,INDEPENDENT,18,99,117,83,126,1268,127,1273,100,99,396,126,126,1262,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
52819,"SATELLITE HEALTHCARE INC","SAN MATEO",Non-Profit,"SATELLITE HEALTHCARE",24,97,143,82,151,1404,155,1438,90,89,352,153,153,1434,0,0,"Better than Expected","Worse than Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52820,"FMC-RAI-W. FOOTHILL BLVD-GLENDORA","LOS ANGELES",Profit,"FRESENIUS MEDICAL CARE",32,97,92,67,104,959,106,985,73,63,325,105,105,988,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52821,"U.S. RENAL CARE GARDENA DIALYSIS - 190TH","LOS ANGELES",Profit,"US RENAL CARE, INC.",21,94,118,88,151,1421,153,1435,100,104,503,128,128,1204,0,0,"Better than Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52822,"DAVITA OAKLAND PERITONEAL DIALYSIS CENTER",ALAMEDA,Profit,DAVITA,0,0,3,23,49,379,50,382,30,30,110,14,14,66,0,0,"Better than Expected","As Expected","As Expected","Not Available","As Expected","Worse than Expected","As Expected"
52825,"FMC WOODLAND",YOLO,Profit,INDEPENDENT,13,100,83,61,85,872,85,865,68,48,273,86,86,884,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52826,"DAVITA NORTH HIGHLANDS DIALYSIS CENTER",SACRAMENTO,Profit,DAVITA,24,96,156,94,177,1569,181,1641,106,101,421,168,168,1511,1,2,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52827,"U.S. RENAL CARE PANORAMA CITY DIALYSIS","LOS ANGELES",Profit,"US RENAL CARE, INC.",36,94,228,156,258,2394,267,2492,163,175,582,259,259,2434,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
52828,"DAVITA LOS ANGELES DOWNTOWN DIALYSIS","LOS ANGELES",Profit,DAVITA,27,99,125,70,127,1216,133,1255,78,102,409,134,134,1259,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52829,"FMC-SANTA PAULA",VENTURA,Profit,"FRESENIUS MEDICAL CARE",16,98,48,30,49,480,53,507,31,31,137,52,52,506,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52830,"FMC-CALEXICO DESERT DIALYSIS",IMPERIAL,Profit,"FRESENIUS MEDICAL CARE",24,98,145,107,148,1466,148,1472,123,56,496,152,152,1504,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","Better than Expected"
52831,"FMC DIABLO WEST ANTIOCH","CONTRA COSTA",Profit,"FRESENIUS MEDICAL CARE",15,99,80,66,86,871,87,869,73,121,318,87,87,863,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
52832,"KIDNEY INSTITUTE AT EISENHOWER MEDICAL CENTER",RIVERSIDE,Profit,INDEPENDENT,20,98,74,44,77,577,87,613,61,57,291,87,87,615,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52834,"U.S. RENAL CARE OCEANSIDE DIALYSIS","SAN DIEGO",Profit,"US RENAL CARE, INC.",21,99,98,91,159,1512,172,1572,100,99,409,124,124,1073,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
52835,"U.S. RENAL CARE CHULA VISTA BROADWAY DIALYSIS","SAN DIEGO",Profit,"US RENAL CARE, INC.",32,98,227,122,244,2399,252,2472,132,151,530,254,254,2478,0,0,"As Expected","As Expected","As Expected","Better than Expected","Better than Expected","As Expected","As Expected"
52836,"TOIYABE DIALYSIS CENTER",INYO,Non-Profit,INDEPENDENT,12,94,36,25,40,335,41,352,32,25,121,39,39,347,0,0,"As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected","As Expected"
52837,"U.S. RENAL CARE WESTSIDE DIALYSIS","LOS ANGELES",Profit,"US RENAL CARE, INC.",24,94,129,129,179,1710,188,1726,153,175,692,147,147,1338,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
52838,"LOMPOC ARTIFICIAL KIDNEY CENTER, LLC","SANTA BARBARA",Profit,INDEPENDENT,18,97,130,102,145,1437,150,1492,121,85,462,138,138,1352,0,0,"As Expected","As Expected","Better than Expected","Better than Expected","As Expected","As Expected","Better than Expected"
52839,"DAVITA NORTHEAST DIALYSIS",KERN,Profit,DAVITA,38,99,127,72,134,1067,139,1091,85,76,283,140,140,1104,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52840,"U.S. RENAL CARE LONG BEACH DIALYSIS","LOS ANGELES",Profit,"US RENAL CARE, INC.",24,94,119,77,121,1134,123,1131,87,163,389,127,127,1172,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52841,"DAVITA ANTIOCH DIALYSIS CENTER","CONTRA COSTA",Profit,DAVITA,20,98,118,77,124,1104,124,1105,82,65,369,125,125,1130,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52842,"FMC-BUENA CREEK","SAN DIEGO",Profit,"FRESENIUS MEDICAL CARE",22,97,151,155,223,2294,234,2305,165,109,657,170,170,1673,0,0,"Better than Expected","Worse than Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected"
52843,"U.S. RENAL CARE MONTEBELLO DIALYSIS","LOS ANGELES",Profit,"US RENAL CARE, INC.",15,91,59,46,71,715,71,658,47,39,214,73,73,729,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
52844,"DAVITA IMPERIAL CARE DIALYSIS CENTER","LOS ANGELES",Profit,DAVITA,31,98,204,131,220,2040,227,2102,139,132,579,227,227,2146,1,2,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52845,"DAVITA SOUTH HAYWARD DIALYSIS",ALAMEDA,Profit,DAVITA,24,94,120,67,122,1161,123,1138,71,82,278,124,124,1164,0,0,"Better than Expected","As Expected","As Expected","Better than Expected","As Expected","Worse than Expected","As Expected"
52847,"FMC-WEST COVINA KIDNEY CENTER","LOS ANGELES",Profit,"FRESENIUS MEDICAL CARE",20,100,128,64,146,1332,150,1376,74,92,287,150,150,1371,0,0,"As Expected","As Expected","Better than Expected","As Expected","As Expected","Worse than Expected","Worse than Expected"
52848,FMC-RIVERSIDE,RIVERSIDE,Profit,"FRESENIUS MEDICAL CARE",26,98,185,100,210,1912,218,1981,114,153,412,217,217,2000,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","Worse than Expected"
52850,"DAVITA ORANGEVALE DIALYSIS CENTER",SACRAMENTO,Profit,DAVITA,20,91,112,66,119,1042,132,1085,83,115,339,130,130,1072,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
52852,"DAVITA CRESCENT HEIGHTS DIALYSIS CENTER","LOS ANGELES",Profit,DAVITA,20,99,105,91,135,1223,146,1288,119,163,558,116,116,1049,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
52853,"OAKDALE KIDNEY CENTER, LLC",STANISLAUS,Profit,"INNOVATIVE DIALYSIS SYSTEMS",10,93,59,42,66,583,65,590,46,39,209,67,67,603,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52854,"MOHAN DIALYSIS CENTER OF INDUSTRY","LOS ANGELES",Profit,INDEPENDENT,32,99,155,107,179,1739,190,1807,114,127,400,173,173,1630,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52855,"FMC-RANCHO CUCAMONGA","SAN BERNARDINO",Profit,"FRESENIUS MEDICAL CARE",25,98,137,70,175,1646,184,1679,77,75,315,182,182,1677,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52856,"DAVITA WASHINGTON PLAZA DIALYSIS CENTER","LOS ANGELES",Profit,DAVITA,25,95,110,73,113,1044,117,1076,78,74,279,117,117,1087,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
52857,"DAVITA FLORIN DIALYSIS CENTER",SACRAMENTO,Profit,DAVITA,31,96,173,107,213,1964,219,1998,116,76,515,218,218,2010,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Worse than Expected","As Expected"
52858,"DAVITA KENNETH HAHN PLAZA DIALYSIS CENTER","LOS ANGELES",Profit,DAVITA,20,97,97,56,101,980,105,991,65,97,280,104,104,997,0,0,"As Expected","Worse than Expected","As Expected","As Expected","Worse than Expected","As Expected","As Expected"
52859,"DAVITA WEST GLENDALE DIALYSIS","LOS ANGELES",Profit,DAVITA,19,99,138,108,144,1345,147,1360,125,122,528,151,151,1400,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
52860,"FMC-DIALYSIS SERVICES CHANNEL ISLANDS",VENTURA,Profit,"FRESENIUS MEDICAL CARE",20,99,138,98,142,1350,140,1343,114,106,456,143,143,1387,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
52861,"BIO-MEDICAL APPLICATIONS OF CALIFORNIA, INC.",ORANGE,Profit,"FRESENIUS MEDICAL CARE",26,99,147,56,173,1702,181,1772,70,70,295,182,182,1780,0,0,"As Expected","As Expected","Better than Expected","As Expected","As Expected","Worse than Expected","As Expected"
52862,"FMC-NORTH ORANGE COUNTY",ORANGE,Profit,"FRESENIUS MEDICAL CARE",18,100,140,52,150,1431,156,1496,57,58,236,156,156,1500,0,0,"As Expected","Worse than Expected","Better than Expected","As Expected","As Expected","Worse than Expected","Worse than Expected"
52863,"FMC-RAI-NORTH RIVERSIDE-RIALTO","SAN BERNARDINO",Profit,"FRESENIUS MEDICAL CARE",21,97,155,92,164,1442,168,1463,98,136,407,170,170,1482,0,0,"As Expected","Worse than Expected","As Expected","Better than Expected","Worse than Expected","As Expected","As Expected"
52864,"FMC-SAN YSIDRO DIALYSIS CENTER","SAN DIEGO",Profit,"FRESENIUS MEDICAL CARE",20,100,142,111,145,1451,144,1475,118,89,465,146,146,1500,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52865,"DAVITA CENTURY CITY DIALYSIS CENTER","LOS ANGELES",Profit,DAVITA,40,93,98,106,183,1633,189,1602,139,121,629,119,119,1037,15,110,"Better than Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
52866,"DAVITA SAN YSIDRO DIALYSIS","SAN DIEGO",Profit,DAVITA,41,99,229,175,256,2360,256,2342,195,190,712,242,242,2207,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
52867,"EAST PALMDALE DIALYSIS CENTER","LOS ANGELES",Profit,INDEPENDENT,20,90,116,65,121,1117,134,1186,73,101,302,133,133,1180,0,0,"As Expected","Worse than Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
