Provider Number,Facility Name,County,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Percent of Adult HD patients with Kt/V >= 1.2,Number of adult HD patients with KT/V data,Mortality Rate (Facility),Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary ,Number of patients included in hospitalization summary,No. of hospitalization with hospital readmission summary,Number of Patients included in survival summary,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Number of patients in nPCR summary,Number of patient-months in nPCR summary,PPPW category text,Patient Transfusion category text,Fistula Category Text,Patient Infection category text,Patient Hospital Readmission Category,Patient Survival Category Text,Patient hospitalization category text
252531,RCG PORT GIBSON,CLAIBORNE,Profit,FRESENIUS MEDICAL CARE,10,98,35,32.7,24,36,342,40,350,28,32,119,40,40,355,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232718,DAVITA EAST CHINA DIALYSIS,HOWARD,Profit,DAVITA,13,99,36,17.1,37,46,344,48,369,40,65,90,42,42,316,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232719,DAVITA FASHION SQUARE DIALYSIS,SAGINAW,Profit,DAVITA,13,96,51,18.4,34,54,396,58,416,47,65,97,60,60,410,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242579,FMC - MAPLE GROVE DIALYSIS,HENNEPIN,Profit,FRESENIUS MEDICAL CARE,12,99,57,19.4,59,91,776,95,785,67,75,250,71,71,575,0,0,Better than Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242580,FRESENIUS - ST LOUIS PARK DIALYSIS,HENNEPIN,Profit,FRESENIUS MEDICAL CARE,12,98,27,21.7,39,60,564,64,562,44,70,194,35,35,285,0,0,Better than Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242581,FMC - ROBBINSDALE DIALYSIS,HENNEPIN,Profit,FRESENIUS MEDICAL CARE,24,95,115,17.0,74,118,979,118,1015,87,148,327,118,118,1008,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242582,DAVITA ROBBINSDALE DIALYSIS,HENNEPIN,Profit,DAVITA,16,94,81,21.6,59,88,759,93,754,66,70,284,90,90,763,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242310,CARRIS HEALTH - RICE MEMORIAL HOSPITAL,KANDIYOHI,Non-Profit,INDEPENDENT,13,98,41,23.7,50,67,632,72,664,59,42,236,50,50,414,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242605,DAVITA LAKEVILLE DIALYSIS,DAKOTA,Profit,DAVITA,8,100,14,5.3,8,14,94,15,104,11,10,25,15,15,104,0,0,As Expected,Not Available,As Expected,As Expected,Not Available,As Expected,As Expected
242606,DAVITA NEW ULM DIALYSIS,BROWN,Profit,DAVITA,12,99,23,11.4,14,23,201,25,196,17,33,62,26,26,197,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
242697,DAVITA MANKATO UPTOWN DIALYSIS,NICOLLET,Profit,DAVITA,16,99,44,22.9,39,56,459,59,471,49,44,146,49,49,379,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242698,"BIO-MEDICAL APPLICATIONS OF MINNESOTA, INC.",CARVER,Profit,FRESENIUS MEDICAL CARE,12,100,27,14.1,13,27,239,31,257,19,29,30,31,31,255,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
232668,LIBERTY DIALYSIS AT LAKELAND - NILES,BERRIEN,Profit,FRESENIUS MEDICAL CARE,24,99,92,26.7,69,100,804,106,863,79,127,292,106,106,860,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242521,FMC DIALYSIS - HUTCHINSON,MCLEOD,Profit,FRESENIUS MEDICAL CARE,12,100,33,20.5,25,34,287,37,301,29,28,116,37,37,301,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242522,DAVITA REDWOOD FALLS DIALYSIS,REDWOOD,Profit,DAVITA,8,100,15,29.3,13,16,128,17,133,16,6,67,17,17,131,0,0,Not Available,Not Available,As Expected,As Expected,Not Available,As Expected,As Expected
242523,FMC DIALYSIS - ROSEVILLE,RAMSEY,Profit,FRESENIUS MEDICAL CARE,13,99,63,15.4,54,96,902,96,922,60,87,257,68,68,669,0,0,Better than Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
242526,DAVITA MINNETONKA DIALYSIS UNIT,HENNEPIN,Profit,DAVITA,10,99,30,38.9,19,30,206,31,219,24,8,101,31,31,219,0,0,As Expected,Not Available,As Expected,As Expected,Not Available,Worse than Expected,As Expected
262534,DAVITA HOPE AGAIN DIALYSIS CENTER,DUNKLIN,Profit,DAVITA,16,98,77,28.8,40,78,506,76,497,44,63,213,81,81,528,0,0,Worse than Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
262535,QUALITY CARE DIALYSIS CENTERS - NORTH COUNTY,SAINT LOUIS,Profit,FRESENIUS MEDICAL CARE,25,93,106,22.6,74,109,963,112,954,89,167,380,112,112,961,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
262536,DAVITA ROLLA DIALYSIS,PHELPS,Profit,DAVITA,16,97,92,19.9,67,94,777,99,825,81,102,348,97,97,824,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
262537,"DIALYSIS CLINICS, INC - BAPTIST",JACKSON,Non-Profit,"DIALYSIS CLINIC, INC.",24,98,101,14.8,75,102,956,107,950,85,81,392,106,106,980,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected
262538,PENN VALLEY DIALYSIS CENTER,JACKSON,Profit,FRESENIUS MEDICAL CARE,20,97,61,16.9,38,62,578,64,575,44,59,194,64,64,576,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
242583,FMC - BLAINE DIALYSIS,ANOKA,Profit,FRESENIUS MEDICAL CARE,13,100,48,21.2,44,53,522,53,531,46,73,179,54,54,543,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242584,DAVITA MOORHEAD DIALYSIS,CLAY,Profit,DAVITA,12,98,54,20.0,48,62,567,65,572,55,56,213,58,58,493,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
252550,"BIO-MEDICAL APPLICATIONS OF MISSISSIPPI, INC",WASHINGTON,Profit,FRESENIUS MEDICAL CARE,9,0,0,32.0,33,34,279,37,296,33,22,148,0,0,0,0,0,As Expected,Worse than Expected,Not Available,Not Available,As Expected,As Expected,As Expected
252552,RCG SOUTHAVEN,DESOTO,Profit,FRESENIUS MEDICAL CARE,40,95,250,21.5,209,269,2350,279,2402,246,311,951,275,275,2392,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
252553,FMC HAZLEHURST,COPIAH,Profit,FRESENIUS MEDICAL CARE,13,98,55,27.9,41,57,534,58,546,46,39,172,58,58,548,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242700,"BIO-MEDICAL APPLICATIONS OF MINNESOTA, INC.",WASHINGTON,Profit,FRESENIUS MEDICAL CARE,13,99,39,34.0,34,55,427,61,463,39,52,57,43,43,351,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242701,DAVITA PHALEN DIALYSIS,UNKNOWN,Profit,DAVITA,12,0,9,0,7,9,38,11,41,8,13,8,11,11,45,0,0,As Expected,Not Available,As Expected,Not Available,As Expected,Not Available,Not Available
252575,DRG HOME THERAPIES,JEFFERSON,Profit,INDEPENDENT,1,0,0,44.1,15,22,162,22,169,16,14,74,0,0,0,0,0,As Expected,Not Available,Not Available,Not Available,As Expected,As Expected,As Expected
252576,FRESENIUS MEDICAL CARE SOUTHWEST JACKSON HOME,HINDS,Profit,FRESENIUS MEDICAL CARE,2,0,3,33.0,66,96,725,106,797,76,53,263,38,38,260,0,0,As Expected,As Expected,As Expected,Not Available,As Expected,Worse than Expected,As Expected
252578,"RCG MISSISSIPPI, INC",LOWNDES,Profit,FRESENIUS MEDICAL CARE,2,59,14,16.2,73,95,794,100,823,79,32,282,62,62,512,0,0,As Expected,Worse than Expected,As Expected,Not Available,As Expected,As Expected,As Expected
252579,"NORTH GULFPORT HOME PROGRAM, LLC",HARRISON,Profit,FRESENIUS MEDICAL CARE,0,0,1,19.3,77,113,955,115,970,85,103,287,9,9,76,0,0,As Expected,Worse than Expected,Not Available,Not Available,As Expected,As Expected,As Expected
242528,DAVITA CASS LAKE DIALYSIS,CASS,Profit,DAVITA,8,100,35,14.3,39,47,386,49,401,42,33,135,38,38,306,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242529,FMC DIALYSIS - BUFFALO,WRIGHT,Profit,FRESENIUS MEDICAL CARE,17,100,55,14.7,43,56,534,62,555,54,62,205,61,61,533,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected
243537,CENTRACARE KIDNEY PROGRAM - CAMBRIDGE,ISANTI,Non-Profit,CENTRACARE DIALYSIS,15,99,21,26.6,17,23,173,22,164,18,11,87,22,22,165,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
243538,SANFORD DIALYSIS THIEF RIVER FALLS,PENNINGTON,Non-Profit,SANFORD HEALTH,6,100,14,25.9,18,24,223,24,227,21,22,92,22,22,217,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
243540,ALTRU HEALTH SYSTEM RENAL DIALYSIS AT LIFECARE,ROSEAU,Non-Profit,INDEPENDENT,6,99,14,16.1,12,14,146,14,147,12,9,50,14,14,148,0,0,As Expected,Not Available,As Expected,As Expected,Not Available,As Expected,As Expected
243541,ALTRU HEALTH SYSTEM RENAL DIALYSIS CROOKSTON,POLK,Non-Profit,INDEPENDENT,8,94,19,13.3,18,20,173,20,178,19,10,74,20,20,178,0,0,Not Available,As Expected,As Expected,As Expected,Not Available,As Expected,As Expected
262539,FMC -  UNIVERSITY CITY,SAINT LOUIS,Profit,FRESENIUS MEDICAL CARE,24,97,120,18.9,93,126,1282,128,1291,101,98,443,128,128,1310,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
232694,"DEARBORN KIDNEY CENTER, LLC",WAYNE,Profit,AMERICAN RENAL ASSOCIATES,16,94,103,19.0,51,108,927,111,883,94,144,367,108,108,929,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232695,"GREAT LAKES DIALYSIS WEST, LLC",OAKLAND,Profit,INDEPENDENT,18,92,80,17.4,54,83,708,90,735,63,125,205,90,90,737,0,0,As Expected,Worse than Expected,As Expected,Better than Expected,Worse than Expected,As Expected,As Expected
232697,DAVITA BLOOMFIELD HILLS HOME DIALYSIS,OAKLAND,Profit,DAVITA,0,98,15,21.6,72,103,842,116,906,82,47,291,31,31,250,0,0,Better than Expected,As Expected,As Expected,Not Available,As Expected,As Expected,As Expected
232698,DAVITA BAD AXE MI,HURON,Profit,DAVITA,13,97,49,18.3,37,57,427,58,453,41,41,144,54,54,411,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
252554,BAY SPRINGS DIALYSIS,JASPER,Profit,INDEPENDENT,21,100,46,20.0,42,49,454,49,462,44,44,163,50,50,471,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
252555,"BIO-MEDICAL APPLICATIONS OF MISSISSIPPI, INC",SHARKEY,Profit,FRESENIUS MEDICAL CARE,10,97,39,14.7,35,40,378,43,385,39,29,150,43,43,399,0,0,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
252556,DAVITA LUCEDALE DIALYSIS,GEORGE,Profit,DAVITA,16,99,43,27.8,36,43,353,45,374,40,54,151,43,43,371,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232617,DAVITA BATTLE CREEK DIALYSIS,CALHOUN,Profit,DAVITA,20,99,77,23.0,66,97,913,105,951,76,73,337,88,88,785,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232618,"MICHIGAN HOME DIALYSIS CENTERS, LLC",INGHAM,Profit,FRESENIUS MEDICAL CARE,25,98,113,20.6,80,120,1136,128,1174,95,168,401,127,127,1161,0,0,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected,As Expected
232619,FRESENIUS MEDICAL CARE - TAYLOR,WAYNE,Profit,FRESENIUS MEDICAL CARE,12,95,47,18.7,34,49,418,51,421,40,80,183,50,50,431,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected
252580,"RCG MISSISSIPPI, INC.",LOWNDES,Profit,FRESENIUS MEDICAL CARE,14,100,81,12.7,62,82,703,83,741,71,24,245,85,85,757,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Better than Expected,Better than Expected
252581,"RENAL CARE GROUP TUPELO, LLC",UNKNOWN,Profit,FRESENIUS MEDICAL CARE,24,97,107,23.1,83,106,925,112,967,96,118,319,111,111,956,0,0,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected,As Expected
232643,DAVITA GROSSE POINTE DIALYSIS,WAYNE,Profit,DAVITA,25,95,127,22.6,125,182,1614,188,1657,145,212,628,139,139,1173,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232644,RRC - WEST FLINT,GENESEE,Profit,RELIANT RENAL CARE,25,97,106,21.7,93,129,1146,141,1156,109,152,484,126,126,1058,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232645,KALKASKA DIALYSIS CENTER,KALKASKA,Non-Profit,INDEPENDENT,12,93,63,13.2,53,64,567,70,603,59,62,210,70,70,600,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected
243542,ST. CLOUD HOSPITAL,RENVILLE,Non-Profit,CENTRACARE DIALYSIS,10,100,11,21.2,10,11,106,12,111,12,8,34,12,12,111,0,0,Not Available,Not Available,As Expected,Not Available,Not Available,As Expected,As Expected
243543,ST CLOUD HOSPITAL,UNKNOWN,Non-Profit,CENTRACARE DIALYSIS,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
262340,CAMERON REGIONAL MEDICAL CENTER RENAL DIALYSIS CENTER,CLINTON,Non-Profit,INDEPENDENT,10,100,26,23.8,21,28,236,31,257,23,15,79,29,29,248,0,0,As Expected,As Expected,As Expected,Not Available,As Expected,As Expected,As Expected
262501,KANSAS CITY DIALYSIS & TRANSPLANT CENTER,JACKSON,Profit,FRESENIUS MEDICAL CARE,33,94,102,25.3,84,125,1074,125,1070,98,143,456,109,109,997,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected
262502,CHROMALLOY AMERICAN KIDNEY CENTER,SAINT LOUIS CITY,Non-Profit,INDEPENDENT,32,98,172,17.9,122,181,1749,179,1773,141,191,610,183,183,1828,0,0,As Expected,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected
262503,DAVITA ST. LOUIS DIALYSIS CENTER,SAINT LOUIS,Profit,DAVITA,25,99,80,18.2,65,82,822,88,820,71,68,308,88,88,837,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232699,FMC - ST JOHNS,CLINTON,Profit,FRESENIUS MEDICAL CARE,13,97,55,19.0,43,61,485,63,514,54,68,168,61,61,492,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232700,RRC - LAPEER HOME CHOICE DIALYSIS,LAPEER,Profit,RELIANT RENAL CARE,0,0,6,29.7,79,106,579,122,598,115,182,555,95,95,456,0,0,As Expected,Worse than Expected,As Expected,Not Available,Worse than Expected,Worse than Expected,Worse than Expected
242560,FRESENIUS MEDICAL CARE - CHAMPLIN,HENNEPIN,Profit,FRESENIUS MEDICAL CARE,24,98,50,18.9,31,52,458,54,482,35,41,143,55,55,493,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242561,FRESENIUS MEDICAL CARE OF HIBBING,SAINT LOUIS,Profit,FRESENIUS MEDICAL CARE,12,99,29,30.9,17,29,202,29,205,21,31,102,30,30,207,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242562,FRESENIUS MEDICAL CARE - MIDWAY ST PAUL,RAMSEY,Profit,FRESENIUS MEDICAL CARE,16,97,47,17.6,29,51,424,51,434,34,45,149,52,52,443,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242563,DAVITA RICHFIELD DIALYSIS,HENNEPIN,Profit,DAVITA,12,98,57,23.3,48,70,611,70,634,55,90,208,58,58,523,0,0,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected,As Expected
232620,FMC - TAWAS BAY,IOSCO,Profit,FRESENIUS MEDICAL CARE,12,98,46,20.8,42,54,463,59,493,46,56,180,54,54,420,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232621,FMC - SOUTH HAVEN,VAN BUREN,Profit,FRESENIUS MEDICAL CARE,16,98,47,27.7,34,48,370,52,395,40,46,175,52,52,396,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232622,DAVITA WESTLAND DIALYSIS,WAYNE,Profit,DAVITA,16,99,98,25.1,76,102,850,108,890,86,136,360,107,107,902,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected
232720,DETROIT KIDNEY CENTER LLC,WAYNE,Profit,AMERICAN RENAL ASSOCIATES,20,96,64,23.9,37,67,583,68,607,49,53,114,70,70,634,0,0,As Expected,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected
232721,"BIO-MEDICAL APPLICATIONS OF MICHIGAN, INC.",WASHTENAW,Profit,FRESENIUS MEDICAL CARE,13,100,26,0,19,27,169,29,184,23,22,31,29,29,181,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,Not Available,As Expected
232646,DAVITA LANSING HOME TRAINING (PD),INGHAM,Profit,DAVITA,6,0,0,23.4,7,11,68,12,79,9,12,40,0,0,0,0,0,As Expected,Not Available,Not Available,Not Available,As Expected,As Expected,Not Available
232647,DAVITA CLINTON TOWNSHIP DIALYSIS,MACOMB,Profit,DAVITA,16,100,86,23.5,77,109,899,116,942,86,91,396,99,99,748,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232648,FMC - SANDUSKY,SANILAC,Profit,FRESENIUS MEDICAL CARE,12,99,43,27.0,29,50,435,58,469,37,42,187,52,52,403,0,0,As Expected,Worse than Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
242314,SANFORD WORTHINGTON MEDICAL CENTER,NOBLES,Non-Profit,SANFORD HEALTH,8,97,33,24.6,29,34,277,37,298,32,24,129,37,37,299,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242318,SANFORD DIALYSIS DETROIT LAKES,BECKER,Non-Profit,SANFORD HEALTH,12,98,44,18.0,36,51,420,50,416,45,66,170,52,52,433,0,0,As Expected,As Expected,As Expected,Worse than Expected,As Expected,As Expected,As Expected
262504,DAVITA NORTHLAND DIALYSIS,CLAY,Profit,DAVITA,25,99,113,25.6,103,169,1464,180,1501,129,161,546,133,133,1163,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
262505,"DIALYSIS CLINICS, INC - KIRKSVILLE",ADAIR,Non-Profit,"DIALYSIS CLINIC, INC.",15,98,45,20.6,46,51,459,53,477,50,53,200,46,46,413,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232670,NORTHWEST DETROIT DIALYSIS CENTER LLC,OAKLAND,Profit,GREENFIELD HEALTH SYSTEMS,30,91,193,19.7,150,224,2176,226,2198,178,304,735,205,205,1992,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,Worse than Expected
232671,US RENAL CARE WATERVLIET DIALYSIS,BERRIEN,Profit,"US RENAL CARE, INC.",16,98,55,27.3,39,58,526,60,554,47,46,180,61,61,558,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232672,DAVITA MT MORRIS DIALYSIS,GENESEE,Profit,DAVITA,13,97,58,32.0,25,61,320,65,336,30,29,129,66,66,349,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242564,DAVITA NEW HOPE DIALYSIS CENTER,HENNEPIN,Profit,DAVITA,12,98,62,23.4,42,65,555,68,569,48,58,206,67,67,553,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242565,DAVITA CAPITOL HOME PROGRAM OF DAVITA HEMO UNIT,RAMSEY,Profit,DAVITA,4,0,2,23.6,53,85,709,88,729,60,50,256,16,16,135,0,0,Better than Expected,As Expected,As Expected,Not Available,As Expected,As Expected,As Expected
252532,RCG NEWTON,NEWTON,Profit,FRESENIUS MEDICAL CARE,20,96,72,23.7,69,74,701,77,723,72,50,261,77,77,704,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
252533,DAVITA JACKSON SOUTHWEST DIALYSIS,HINDS,Profit,DAVITA,18,97,72,16.9,56,81,744,78,711,64,77,252,81,81,748,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
252534,WAYNESBORO DIALYSIS,WAYNE,Profit,INDEPENDENT,15,100,62,22.1,50,63,636,64,651,57,35,246,64,64,653,2,10,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232722,LINCOLN PARK KIDNEY CENTER LLC,WAYNE,Profit,AMERICAN RENAL ASSOCIATES,20,94,47,26.3,34,49,354,53,381,38,45,48,55,55,409,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected
232723,DAVITA COLMARE DIALYSIS,SAGINAW,Profit,DAVITA,12,95,37,0,17,38,159,38,160,23,15,26,41,41,168,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,Not Available,As Expected
232724,DAVITA BELLEVILLE DIALYSIS,WAYNE,Profit,DAVITA,12,98,25,0,16,25,171,26,172,20,20,23,27,27,182,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,Not Available,As Expected
232726,DAVITA NOVI HOME TRAINING,OAKLAND,Profit,DAVITA,0,0,0,0,4,7,30,7,32,4,4,4,0,0,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
242585,DAVITA DIALYSIS AT MANKATO CLINIC,BLUE EARTH,Profit,DAVITA,12,99,46,23.8,46,59,523,65,542,52,45,224,57,57,465,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
242586,SANFORD DETROIT LAKES HOME DIALYSIS,BECKER,Non-Profit,SANFORD HEALTH,3,0,0,43.2,14,21,104,23,122,19,13,61,3,3,10,0,0,As Expected,Not Available,Not Available,Not Available,As Expected,As Expected,As Expected
242323,AVERA MARSHALL,UNKNOWN,Non-Profit,INDEPENDENT,6,99,23,0,17,25,138,29,155,24,12,28,29,29,157,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,Not Available,As Expected
242324,MAYO CLINIC HOSPITAL - ROCHESTER,UNKNOWN,Non-Profit,MAYO CLINIC DIALYSIS,3,0,0,0,0,1,6,0,0,0,3,0,2,2,7,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
242501,DAVITA EDINA DIALYSIS CENTER,HENNEPIN,Profit,DAVITA,12,99,30,31.2,23,31,270,29,254,26,43,118,31,31,276,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
243513,CENTRACARE KIDNEY PROGRAM - BRAINERD,CROW WING,Non-Profit,CENTRACARE DIALYSIS,16,97,89,19.1,75,91,754,95,770,83,104,323,96,96,763,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
243514,MAYO DIALYSIS - OWATONNA,STEELE,Non-Profit,MAYO CLINIC DIALYSIS,24,96,36,14.9,29,38,309,42,323,36,35,132,42,42,310,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
